universite_code;etablissement_code;domain_code;diplome_code;speciality;group;diplomes_M;diplomes_F;diplomes_total
4;410;22;11;روسية التطبيقية في السياحة والتراث;لغة وآداب روسية;0;3;3
4;410;22;3;عربية: اللغة والأداب والحضارة;آداب عربية;10;37;47
4;410;22;3;فرنسية;آداب فرنسية;2;36;38
4;411;22;2;إيطالية:إقتصاد وتصرف;لغة إيطالية;1;1;2
4;411;22;3;الإيطالية;لغة إيطالية;2;11;13
4;411;22;3;العربية;آداب عربية;2;14;16
4;411;22;3;الفرنسية;آداب فرنسية;0;20;20
4;411;22;3;انقليزية;آداب إنقليزية;7;40;47
4;411;22;11;انقليزية الاعمال والسياحة;آداب إنقليزية;1;5;6
4;411;22;11;فرنسية:فرنسية السياحة والتصرف في التراث;آداب فرنسية;2;13;15
4;409;21;3;أثاث;فنون وحرف;4;16;20
4;409;21;3;إتصال سمعي بصري;فنون وحرف;21;20;41
4;409;21;3;إشهار خطي;علوم وتقنيات الفنون;5;29;34
4;409;21;3;التصوير الفوتوغرافي;الفن التشكيلي;1;12;13
4;409;21;11;تصميم الفضاء;فنون وحرف;2;12;14
4;409;21;11;تصميم الصورة;فنون وحرف;3;16;19
4;409;21;3;تصميم الفضاء : هندسة داخلية;فنون وحرف;5;25;30
4;409;21;11;تصميم المنتوج;فنون وحرف;3;3;6
4;409;21;3;حفر;الفن التشكيلي;2;11;13
4;409;21;3;خزف;الفن التشكيلي;2;7;9
4;409;21;11;خزف;الفن التشكيلي;0;11;11
4;409;21;3;رسم;الفن التشكيلي;0;20;20
4;409;21;3;نحت;الفن التشكيلي;0;7;7
4;409;21;11;نحت;الفن التشكيلي;3;5;8
4;409;21;10;نظريات الابداع;علوم وتقنيات الفنون;4;18;22
4;408;31;2;التصرف في الموارد البشرية;تصرف;2;0;2
4;408;31;3;التصرف في الموارد البشرية;تصرف;15;40;55
4;408;72;3;التنمية والحماية الاجتماعية;خدمات اجتماعية;3;26;29
4;408;72;3;الخدمة الإجتماعية: الدفاع الاجتماعي;خدمات اجتماعية;2;19;21
4;408;72;3;الخدمة الاجتماعية في المجال المدرسي;خدمات اجتماعية;3;14;17
4;408;71;3;الصحة والسلامة المهنية;مهن شبه طبية;4;13;17
4;408;32;2;القانون الاجتماعي;قانون خاص وعلوم إجرامية;1;0;1
4;408;32;3;القانون الاجتماعي;قانون خاص وعلوم إجرامية;9;39;48
4;408;72;2;الوساطة العائلية;خدمات اجتماعية;1;0;1
4;408;72;3;الوساطة العائلية;خدمات اجتماعية;2;36;38
4;407;53;5;أدواتية وقياسات وصيانة صناعية;هندسة صناعية والكترونيك وآلية;23;23;46
4;407;42;5;إعلامية صناعية;إعلامية;31;20;51
4;407;43;5;بيولوجيا صناعية;علوم بيولوجيا;6;48;54
4;407;53;5;شبكات الإعلامية والإتصالات;إتصالات;28;21;49
4;407;44;5;كيمياء صناعية;كيمياء;12;39;51
4;407;42;5;هندسة البرمجيات;إعلامية;39;18;57
4;406;62;10;الإدارة والتصرف في المنظومات البيئية المائية;علوم فلاحية;1;4;5
4;406;34;5;الاقتصاد والتصرف الفلاحي والصناعات الغذائي;علوم اقتصادية;2;5;7
4;406;62;10;التحسين الوراثي للنباتات و البيوتكنولوجيا النباتية;علوم فلاحية;0;5;5
4;406;51;10;التراث الغذائي للتنمية المستديمة;هندسة المواد;0;1;1
4;406;62;10;التصرف في المنظومات البيئية الطبيعية وتثمين مواردها;علوم فلاحية;0;4;4
4;406;62;5;الهندسة االمائية و تهيئة الريف;علوم فلاحية;4;10;14
4;406;44;10;جيوماتيك والاستخدامات في الميادين الفلاحية والبيئية;فيزياء;3;1;4
4;406;44;11;جيوماتيك والاستخدامات في الميادين الفلاحية والبيئية;فيزياء;0;1;1
4;406;62;5;حماية النباتات;علوم فلاحية;0;9;9
4;406;43;5;صناعات غذائية;علوم بيولوجيا;1;8;9
4;406;62;5;علوم الانتاج الحيواني;علوم فلاحية;6;4;10
4;406;62;5;علوم الانتاج النباتي;علوم فلاحية;4;15;19
4;406;62;5;هندسة الصيد البحري والبيئة;علوم فلاحية;0;7;7
4;403;31;3;إدارة الأعمال;تصرف;7;13;20
4;403;42;10;إعلامية التصرف والتجارة الإلكترونية;إعلامية تصرف;1;6;7
4;403;34;3;التجارة و المالية الدولية;علوم اقتصادية;9;24;33
4;403;34;3;التحاليل و السياسة الاقتصادية;علوم اقتصادية;7;27;34
4;403;31;3;التسويق;تصرف;8;13;21
4;403;31;10;التسويق;تصرف;0;6;6
4;403;31;11;التسويق السياحي;تصرف;1;5;6
4;403;31;3;التصرف في الموارد البشرية;تصرف;3;15;18
4;403;31;3;الخدمات الالكترونية في الأعمال;محاسبة;10;13;23
4;403;31;3;المالية;تصرف;12;29;41
4;403;31;10;المالية (مالية السوق ومالية المؤسسة);تصرف;3;3;6
4;403;31;3;المحاسبة;محاسبة;18;64;82
4;403;34;10;النقد والمالية والبنك;علوم اقتصادية;1;6;7
4;403;34;3;النقد والمالية والبنك:تقنيات التجارة الدولية;علوم اقتصادية;4;32;36
4;403;31;11;تقنيات المحاسبة والجباية;محاسبة;3;18;21
4;403;31;3;ذكاء الاعمال;تصرف;8;15;23
4;403;31;11;ذكاء الاعمال;تصرف;3;8;11
4;403;34;11;لوجستية التجارة الدولية;علوم اقتصادية;5;15;20
4;403;42;3;نظم المعلومات في الاعمال;إعلامية تصرف;15;20;35
4;403;42;11;هندسة أنظمة المعلومات;إعلامية;5;13;18
4;403;34;11;هندسة إقتصادية ومالية;علوم اقتصادية;5;18;23
4;402;32;11;الحوكمة ومقاومة الفساد;العلوم القانونية الأساسية;7;6;13
4;402;32;13;العلوم السياسية;العلوم القانونية الأساسية;2;0;2
4;402;32;10;العلوم السياسية;العلوم القانونية الأساسية;12;13;25
4;402;32;10;القانون الانقلوسكسوني;قانون خاص وعلوم إجرامية;5;17;22
4;402;32;11;القانون البنكي والأسواق المالية;قانون خاص وعلوم إجرامية;1;14;15
4;402;32;11;القانون الجبائي وقانون النزاعات;قانون خاص وعلوم إجرامية;6;9;15
4;402;32;10;القانون الجزائي وعلوم الاجرام;قانون خاص وعلوم إجرامية;4;16;20
4;402;32;10;القانون الدولي وقانون العلاقات المغاربية الأوروبية;قانون عام;2;24;26
4;402;32;11;حقوق الانسان والقانون الانساني;قانون عام;3;1;4
4;402;32;11;حوكمة الطلب العمومي;العلوم القانونية الأساسية;0;1;1
4;402;32;10;قانون الأعمال;قانون المؤسسات;8;33;41
4;402;32;10;قانون البيئة;قانون خاص وعلوم إجرامية;3;6;9
4;402;32;11;قانون الصحة;قانون عام;4;3;7
4;402;32;3;قانون خاص;قانون خاص وعلوم إجرامية;48;239;287
4;402;32;13;قانون خاص;قانون خاص وعلوم إجرامية;1;4;5
4;402;32;10;قانون خاص;قانون خاص وعلوم إجرامية;0;19;19
4;402;32;3;قانون عام;قانون عام;4;62;66
4;402;32;13;قانون عام;قانون عام;0;6;6
4;402;32;10;قانون عام;قانون عام;4;10;14
4;405;83;2;الإدارة والتصرف السياحي;سياحة;26;26;52
4;405;83;3;الإدارة والتصرف السياحي;سياحة;26;26;52
4;405;83;3;الإدارة والتصرف في الايواء;سياحة;8;27;35
4;405;83;11;التغذية وتنظيم الاطعام;سياحة;4;16;20
4;405;83;11;التقنيات والتنظيم الفندقي والسياحي;سياحة;12;27;39
4;405;83;3;دليل سياحي;سياحة;1;3;4
4;404;31;3;ادارة أعمال;تصرف;28;43;71
4;404;31;3;المالية;تصرف;40;123;163
4;404;31;3;المحاسبة;محاسبة;40;84;124
4;404;31;3;تسويق;تصرف;28;64;92
4;404;31;3;ذكاء الاعمال;تصرف;10;22;32
1;101;22;1;أصول الدين;الشريعة وأصول الدين;3;30;33
1;101;22;13;أصول الدين;الشريعة وأصول الدين;74;28;102
1;101;62;10;البفكر الاسلامي المعاصر;علوم فلاحية;7;9;16
1;101;11;11;التربية والتعليم: التربية الإسلامية;علوم التربية;1;17;18
1;101;22;1;الحضارة الاسلامية;الحضارة الإسلامية;4;13;17
1;101;31;11;الرقابة والتدقيق الشرعي في المؤسسات المالية;تصرف;5;21;26
1;101;22;1;الشريعة والقانون;الشريعة وأصول الدين;4;29;33
1;101;22;10;العلوم الدينية وحوار الحضارات:الشريعة والقانون;الشريعة وأصول الدين;11;11;22
1;101;22;10;العلوم الدينية وحوار الحضارات:العقيدة والمقارنة;الشريعة وأصول الدين;9;16;25
1;101;22;1;العلوم الدينية وحوار الحضارات:القرآن والحديث والسيرة;الحضارة الإسلامية;9;25;34
1;101;22;10;العلوم الدينية وحوار الحضارات:القرآن والحديث والسيرة;الحضارة الإسلامية;9;3;12
1;101;31;1;المالية (مالية السوق ومالية المؤسسة);تصرف;9;29;38
1;101;31;10;المالية (مالية السوق ومالية المؤسسة);تصرف;6;20;26
1;101;22;11;علم الفريضة;الشريعة وأصول الدين;6;8;14
1;101;22;1;فنون التراث الإسلامي;تراث وعلم الآثار;2;10;12
1;101;22;11;فنون التراث الإسلامي;تراث وعلم الآثار;0;8;8
1;101;22;1;فنون التراث الإسلامي: فنون التراث الإسلامي/الملتيميديا المطبقة على الفنون الإسلامية;تراث وعلم الآثار;1;11;12
1;102;22;3;أصول الدين;الشريعة وأصول الدين;11;4;15
1;102;22;10;الحديث وعلومه;الحضارة الإسلامية;10;4;14
1;102;22;3;الحضارة الاسلامية;الحضارة الإسلامية;5;11;16
1;102;22;10;الحضارة الاسلامية;الحضارة الإسلامية;6;3;9
1;102;22;10;العقيدة والفلسفة الاسلامية;الحضارة الإسلامية;4;5;9
1;102;34;13;العلوم الاسلامية;علوم اقتصادية;23;10;33
1;102;22;3;الفقه و أصوله;الشريعة وأصول الدين;16;10;26
1;102;22;10;الفقه والسياسة الشرعية;الحضارة الإسلامية;6;10;16
1;102;22;3;حفظ الوثائق وترميمها;تراث وعلم الآثار;1;9;10
1;102;22;10;دراسات قرانية معاصرة;الحضارة الإسلامية;7;9;16
1;102;22;3;علوم القرآن و الحديث;الحضارة الإسلامية;7;10;17
1;103;22;3;الأديان المقارنة وحوار الحضارات;الحضارة الإسلامية;8;21;29
1;103;22;3;الدراسات الإسلامية;الحضارة الإسلامية;7;18;25
1;103;22;3;الفقه المقارن والقانون;الحضارة الإسلامية;10;13;23
9;908;42;3;إعلامية التصرف;إعلامية تصرف;2;16;18
9;907;11;3;التربية و التعليم;علوم التربية;42;208;250
9;907;22;3;انقليزية مطبقة;آداب إنقليزية;4;13;17
9;907;83;3;تنشيط سياحي;سياحة;12;26;38
9;906;32;3;القانون;قانون خاص وعلوم إجرامية;26;140;166
9;906;32;10;القانون;قانون خاص وعلوم إجرامية;15;25;40
9;906;32;11;القانون الإداري والجبائي;قانون خاص وعلوم إجرامية;3;26;29
9;906;32;11;قانون الشؤون العقارية;قانون خاص وعلوم إجرامية;7;24;31
9;906;32;11;قانون المؤسسة و الأعمال;قانون خاص وعلوم إجرامية;8;13;21
9;905;41;3;رياضيات;الرياضيات;5;7;12
9;905;41;10;رياضيات;الرياضيات;3;1;4
9;905;42;3;علوم الاعلامية;إعلامية;7;17;24
9;905;42;11;علوم الاعلامية;إعلامية;4;11;15
9;905;31;11;هندسة مالية;تصرف;1;6;7
9;905;42;3;هندسة نظم الإعلامية : النظم المحمولة و إنترنات الآشياء;إعلامية;6;11;17
9;905;42;11;هندسة نظم الإعلامية : النظم المحمولة و إنترنات الآشياء;إعلامية;0;6;6
9;910;53;3;الإلكترونيك و الكهروتقنية و الآلية: الأنظمة الكهربائية;هندسة صناعية والكترونيك وآلية;5;4;9
9;910;53;3;الهندسة الميكانيكية : الطاقة;هندسة ميكانيكية;2;2;4
9;910;42;3;علوم الاعلامية;إعلامية;9;6;15
9;910;53;3;هندسة الانظمة الصناعية;هندسة صناعية والكترونيك وآلية;3;5;8
9;904;53;10;آلية والإعلامية الصناعية;هندسة صناعية والكترونيك وآلية;7;9;16
9;904;53;3;الإلكترونيك و الكهروتقنية و الآلية: الأنظمة الكهربائية;هندسة صناعية والكترونيك وآلية;6;15;21
